Product,Category,Customer,Region,Date,Quantity,Unit Price,Discount,Cost,Sales
,Electronics,Cust_269,UK,26-05-2023,3,243,0.1,59,656.1
Headphones,Office,Cust_329,UK,03-06-2023,1,1404,0.17,53,1165.32
Monitor,Office,Cust_58,USA,19-02-2022,5,104,0.06,669,488.8
Keyboard,Electronics,Cust_290,USA,01-05-2022,9,1025,0.2,673,7380
Phone,Accessories,Cust_414,Australia,26-03-2024,7,420,0.22,858,2293.2
Tablet,Electronics,Cust_359,USA,27-01-2024,2,129,0.23,1274,198.66
Keyboard,Office,Cust_491,India,18-08-2023,3,1631,0.2,1079,3914.4
Phone,Office,Cust_116,UK,12-07-2023,4,1176,0.15,1349,3998.4
Phone,Accessories,Cust_148,USA,17-09-2024,8,571,0.12,521,4019.84
Keyboard,Accessories,Cust_164,Australia,24-03-2022,7,1655,0.16,1401,9731.4
Phone,Office,Cust_470,Australia,25-11-2024,8,1144,0.03,763,8877.44
Mouse,Electronics,Cust_63,India,19-05-2022,5,269,0.09,1111,1223.95
Phone,Office,Cust_146,Canada,17-07-2023,9,769,0.22,1462,5398.38
Laptop,Electronics,Cust_343,Germany,29-05-2022,4,1334,0.26,1399,3948.64
Phone,Electronics,Cust_226,Canada,08-05-2024,2,540,0.2,1459,864
Laptop,Accessories,Cust_463,Canada,20-03-2022,4,145,0.07,405,539.4
Keyboard,Accessories,Cust_333,Canada,11-02-2022,1,860,0.19,,696.6
Printer,Accessories,Cust_178,Australia,07-07-2022,7,1318,0.09,512,8395.66
Printer,Accessories,Cust_226,Germany,29-12-2023,3,1508,,1432,3619.2
Laptop,Office,Cust_88,UK,20-11-2023,3,1467,0.07,579,4092.93
Laptop,Electronics,Cust_480,USA,03-03-2023,9,1547,,1314,9746.1
Laptop,Office,Cust_436,USA,28-08-2024,2,310,0.29,813,440.2
Tablet,Accessories,Cust_251,India,16-05-2022,7,1022,0.02,66,7010.92
Tablet,Office,Cust_144,Australia,02-02-2022,4,362,0.24,1276,1100.48
Keyboard,Office,Cust_31,India,18-02-2024,1,1547,0.2,989,1237.6
Keyboard,Electronics,Cust_494,USA,16-11-2023,6,1517,0.25,533,6826.5
,Office,Cust_273,Canada,27-04-2023,5,1201,0.04,684,5764.8
Printer,Electronics,Cust_352,Canada,06-12-2024,4,955,0.17,1160,3170.6
Monitor,Office,Cust_271,USA,05-07-2024,3,989,0.16,1217,2492.28
Phone,Electronics,Cust_309,Canada,27-11-2022,6,1579,,293,7673.94
Tablet,Accessories,Cust_109,USA,13-08-2023,6,1595,0.24,1077,7273.2
Monitor,Electronics,Cust_141,UK,09-04-2023,8,922,0.1,1259,6638.4
Laptop,Accessories,Cust_461,Canada,04-05-2023,4,96,0.22,1389,299.52
Keyboard,Accessories,Cust_362,Canada,10-02-2024,4,1544,0.04,569,5928.96
Printer,Office,Cust_19,USA,07-04-2024,2,1226,0.06,516,2304.88
Tablet,Office,Cust_298,USA,05-07-2022,9,187,0.29,985,1194.93
Laptop,Office,Cust_271,USA,14-08-2022,8,1732,0.02,340,13578.88
Printer,Accessories,Cust_37,UK,04-05-2024,4,1363,0.16,855,4579.68
Laptop,Accessories,Cust_28,Germany,02-03-2023,6,605,0.14,551,3121.8
Laptop,Office,Cust_310,Germany,10-10-2024,1,974,0.16,671,818.16
Phone,Office,Cust_103,USA,03-03-2024,7,703,0.18,294,4035.22
Tablet,Electronics,Cust_168,India,11-02-2023,5,502,0.29,1108,1782.1
Laptop,Accessories,Cust_52,USA,29-09-2022,2,603,0.09,786,1097.46
Printer,Office,Cust_279,Germany,22-03-2022,9,146,0.13,675,1143.18
Printer,Accessories,Cust_115,Germany,07-06-2023,2,133,0.05,1012,252.7
Mouse,Electronics,Cust_71,Canada,13-05-2023,5,251,0.04,1358,1204.8
Phone,Accessories,Cust_239,Australia,09-12-2023,5,474,0.12,543,2085.6
Keyboard,Accessories,Cust_432,UK,12-04-2024,2,1979,0.1,827,3562.2
Monitor,Accessories,Cust_287,Australia,02-12-2024,8,1099,0.02,477,8616.16
Printer,Electronics,Cust_184,USA,28-07-2023,2,231,0,624,462
Phone,Electronics,Cust_493,USA,27-05-2024,9,1001,0.01,923,8918.91
Printer,Electronics,Cust_215,UK,16-12-2024,9,1692,0.16,295,12791.52
Monitor,Accessories,Cust_218,Australia,07-01-2022,7,1144,0.18,1498,6566.56
Phone,Electronics,Cust_268,Germany,07-03-2022,7,1594,0.04,432,10711.68
Mouse,Electronics,Cust_114,Germany,31-03-2022,4,692,0.11,,2463.52
Laptop,Electronics,Cust_166,UK,21-09-2024,5,271,0.29,1110,962.05
Mouse,Electronics,Cust_329,USA,10-02-2024,6,156,0.16,294,786.24
Phone,Office,Cust_418,Germany,05-06-2023,1,832,0.15,1080,707.2
Monitor,Office,Cust_497,UK,08-03-2022,6,1640,0.24,160,7478.4
Keyboard,Electronics,Cust_277,USA,03-07-2022,7,1093,0.29,756,5432.21
,Office,Cust_35,USA,01-01-2023,1,971,0.08,1268,893.32
Tablet,Office,Cust_428,Canada,20-10-2023,6,1199,0.09,806,6546.54
Keyboard,Accessories,Cust_322,Germany,13-10-2023,6,1886,0.16,185,9505.44
Laptop,Office,Cust_69,Germany,16-07-2023,8,367,0.06,1144,2759.84
Headphones,Accessories,Cust_254,India,26-04-2023,5,575,0.24,866,2185
Printer,Electronics,Cust_266,USA,27-05-2024,9,540,0.25,678,3645
Tablet,Electronics,Cust_439,India,23-08-2024,5,1164,0.03,1464,5645.4
Tablet,Accessories,Cust_5,UK,18-04-2023,2,1929,0.13,121,3356.46
Mouse,Accessories,Cust_390,Canada,28-06-2022,2,1540,0.04,1334,2956.8
Monitor,Accessories,Cust_300,Australia,12-08-2024,9,1038,0.15,,7940.7
Printer,Office,Cust_101,India,22-10-2023,1,1004,0.05,1101,953.8
,Accessories,Cust_201,UK,03-04-2024,4,1111,0.26,1079,3288.56
Monitor,Office,Cust_407,Australia,30-05-2022,4,1302,0.08,1074,4791.36
Tablet,Office,Cust_347,Australia,18-10-2022,8,1305,0.28,699,7516.8
Laptop,Office,Cust_430,India,31-12-2024,5,837,0.15,1175,3557.25
Tablet,Office,Cust_224,Germany,28-06-2022,8,1576,0.18,820,10338.56
Laptop,Accessories,Cust_49,Germany,17-08-2024,8,1277,0.21,665,8070.64
Keyboard,Accessories,Cust_498,USA,04-07-2022,9,226,0.15,1222,1728.9
Phone,Electronics,Cust_250,India,09-12-2024,1,1994,0.2,1444,1595.2
Printer,Office,Cust_56,UK,16-09-2022,3,1536,0.29,58,3271.68
Tablet,Electronics,Cust_387,Germany,02-08-2022,4,775,0.18,,2542
Laptop,Electronics,Cust_138,USA,17-10-2024,5,848,0.26,610,3137.6
,Electronics,Cust_204,Canada,08-03-2022,3,1414,0.24,478,3223.92
Keyboard,Accessories,Cust_147,Canada,16-12-2022,3,128,0.18,1284,314.88
Monitor,Electronics,Cust_147,India,07-05-2022,1,137,0.26,1369,101.38
Keyboard,Office,Cust_197,Australia,19-11-2022,1,1411,0.09,950,1284.01
Keyboard,Office,Cust_46,USA,08-02-2023,9,1644,0.2,1210,11836.8
Monitor,Accessories,Cust_129,Germany,15-08-2023,2,1998,0.26,1256,2957.04
Tablet,Electronics,Cust_463,UK,27-01-2024,7,1626,0.27,1267,8308.86
Laptop,Office,Cust_462,USA,08-05-2022,3,270,0.03,1191,785.7
Keyboard,Accessories,Cust_275,UK,11-11-2023,4,799,0.25,343,2397
Phone,Electronics,Cust_114,Germany,18-09-2022,9,205,0.18,326,1512.9
Printer,Office,Cust_78,Germany,16-11-2023,3,379,0.22,949,886.86
Keyboard,Electronics,Cust_128,USA,09-04-2024,3,61,0.22,1325,142.74
Phone,Office,Cust_228,Germany,22-06-2024,6,1950,0.08,694,10764
Printer,Electronics,Cust_70,Canada,22-06-2024,9,493,0.08,983,4082.04
Keyboard,Accessories,Cust_118,USA,01-01-2024,7,1414,0.12,573,8710.24
Mouse,Office,Cust_416,Australia,20-10-2023,2,1105,0.22,31,1723.8
Mouse,Accessories,Cust_432,India,25-04-2024,9,391,0.28,828,2533.68
Phone,Office,Cust_154,UK,12-11-2022,7,1816,0.09,136,11567.92
Mouse,Office,Cust_191,USA,01-05-2024,6,108,0.16,1003,544.32
Phone,Accessories,Cust_123,Australia,11-10-2024,9,494,0.15,1279,3779.1
Laptop,Accessories,Cust_62,India,05-02-2023,7,931,0.09,1383,5930.47
Monitor,Office,Cust_326,UK,27-10-2022,6,1437,0.23,32,6638.94
Headphones,Office,Cust_144,UK,29-07-2023,2,536,0.13,815,932.64
Tablet,Electronics,Cust_235,UK,24-09-2024,2,1095,0.26,289,1620.6
Phone,Office,Cust_158,Germany,05-02-2023,6,276,0.03,737,1606.32
Mouse,Office,Cust_125,UK,31-05-2024,5,1199,0.19,1321,4855.95
Headphones,Accessories,Cust_103,USA,10-12-2022,1,1793,0.27,44,1308.89
Monitor,Accessories,Cust_254,UK,10-09-2024,3,101,0.27,1346,221.19
Printer,Electronics,Cust_396,Germany,20-03-2022,9,1926,0.07,60,16120.62
Laptop,Electronics,Cust_354,India,21-01-2022,9,1233,0.08,,10209.24
Tablet,Accessories,Cust_443,UK,10-06-2024,7,784,0.01,1050,5433.12
Phone,Electronics,Cust_277,UK,21-07-2023,6,1863,0.18,115,9165.96
Mouse,Office,Cust_443,USA,19-12-2023,9,1495,0.26,499,9956.7
Phone,Accessories,Cust_395,UK,14-10-2024,9,260,0.12,1326,2059.2
Laptop,Accessories,Cust_471,Australia,01-10-2022,7,1086,0.22,487,5929.56
Phone,Accessories,Cust_448,USA,18-11-2022,5,341,0.25,442,1278.75
Mouse,Accessories,Cust_237,Canada,19-12-2023,2,1093,0.23,1114,1683.22
Headphones,Electronics,Cust_312,Canada,05-11-2022,9,1318,0.23,1428,9133.74
Printer,Office,Cust_159,USA,02-08-2022,1,150,0.13,1064,130.5
Tablet,Accessories,Cust_49,USA,24-09-2023,6,1767,0.15,,9011.7
Printer,Electronics,Cust_439,India,03-08-2024,1,1150,0.22,670,897
Mouse,Office,Cust_461,India,19-06-2022,5,898,0.27,1111,3277.7
Headphones,Accessories,Cust_158,Australia,22-01-2024,3,1521,0.11,1402,4061.07
Printer,Accessories,Cust_229,Canada,25-03-2024,7,1557,0.22,498,8501.22
Monitor,Office,Cust_329,Canada,13-03-2023,1,921,0.18,967,755.22
Printer,Electronics,Cust_307,UK,04-05-2023,5,777,0.16,217,3263.4
Headphones,Office,Cust_410,India,09-08-2024,4,1187,0.06,778,4463.12
Monitor,Electronics,Cust_430,USA,14-06-2022,8,1373,0.23,446,8457.68
Mouse,Office,Cust_464,Australia,02-02-2024,5,642,0.09,1386,2921.1
Printer,Electronics,Cust_27,Germany,13-04-2024,9,935,0.01,1305,8330.85
Headphones,Electronics,Cust_258,Germany,10-03-2024,6,1882,0.12,1449,9936.96
Headphones,Electronics,Cust_76,India,10-02-2024,4,445,0.06,610,1673.2
Headphones,Office,Cust_267,Germany,08-04-2024,3,1389,0.17,898,3458.61
Monitor,Electronics,Cust_279,Germany,21-04-2023,9,840,0.08,406,6955.2
Headphones,Accessories,Cust_235,Australia,22-01-2023,9,250,0.26,472,1665
Headphones,Electronics,Cust_417,Germany,11-09-2024,1,896,0.2,201,716.8
Phone,Electronics,Cust_383,Germany,10-03-2024,8,1270,0.24,544,7721.6
Printer,Accessories,Cust_195,Canada,18-08-2023,4,1939,0.1,389,6980.4
,Electronics,Cust_271,Australia,31-05-2023,2,189,0.18,1354,309.96
Monitor,Office,Cust_322,UK,09-03-2022,3,1917,0.24,101,4370.76
Keyboard,Accessories,Cust_147,Canada,11-08-2024,1,444,0.3,1106,310.8
Keyboard,Electronics,Cust_45,UK,25-06-2024,9,1178,0.15,500,9011.7
,Office,Cust_361,USA,04-10-2024,9,1046,0.16,957,7907.76
Keyboard,Electronics,Cust_38,India,15-06-2024,9,521,,142,4548.33
Laptop,Electronics,Cust_186,Canada,06-02-2024,2,1660,0.21,796,2622.8
Headphones,Office,Cust_480,Germany,03-08-2023,9,1181,0.13,223,9247.23
Mouse,Electronics,Cust_188,USA,14-09-2024,4,174,0.07,1328,647.28
Laptop,Electronics,Cust_488,India,31-12-2022,2,417,0.18,275,683.88
Mouse,Electronics,Cust_149,India,20-07-2024,4,966,0.22,41,3013.92
Headphones,Accessories,Cust_77,Australia,15-06-2024,7,1980,0.1,299,12474
Tablet,Accessories,Cust_95,Australia,08-11-2022,1,681,0.07,427,633.33
Headphones,Electronics,Cust_422,Australia,07-08-2024,6,843,0.05,834,4805.1
Printer,Accessories,Cust_210,Canada,25-01-2022,2,1841,0.26,530,2724.68
Monitor,Electronics,Cust_163,Australia,04-05-2022,1,1993,0.22,416,1554.54
Phone,Accessories,Cust_484,USA,09-01-2022,1,1878,0.13,1270,1633.86
Tablet,Office,Cust_373,USA,12-09-2022,6,85,0.17,483,423.3
Monitor,Electronics,Cust_127,Canada,16-04-2023,3,56,0.03,575,1629.6
Laptop,Electronics,Cust_271,Australia,22-09-2023,3,294,0.06,744,829.08
Monitor,Electronics,Cust_387,UK,01-02-2023,8,134,0.04,681,1029.12
Laptop,Office,Cust_72,UK,12-11-2023,9,1795,0.2,1194,12924
Headphones,Accessories,Cust_359,Germany,22-09-2022,7,283,0.29,741,1406.51
Printer,Accessories,Cust_397,Canada,26-09-2022,5,918,0.18,787,3763.8
Keyboard,Electronics,Cust_205,Canada,15-08-2023,9,709,0.12,469,5615.28
Headphones,Office,Cust_15,Australia,28-04-2023,5,1004,0.08,1383,4618.4
Laptop,Accessories,Cust_79,Germany,06-06-2023,7,707,0.24,158,3761.24
Laptop,Accessories,Cust_231,Germany,31-08-2024,3,163,0.27,596,356.97
Phone,Office,Cust_299,UK,11-01-2023,7,1754,0.09,744,11172.98
Monitor,Office,Cust_3,UK,20-06-2022,1,1759,0.08,210,1618.28
Tablet,Accessories,Cust_353,USA,16-01-2024,9,342,0.06,768,2893.32
Tablet,Office,Cust_19,Canada,22-08-2024,1,718,0.18,951,588.76
Monitor,Accessories,Cust_228,USA,22-05-2022,8,973,0.03,1250,7550.48
Printer,Electronics,Cust_177,USA,07-08-2023,1,1155,0.23,975,889.35
Monitor,Electronics,Cust_77,Australia,09-02-2024,7,1766,0.04,664,11867.52
Laptop,Accessories,Cust_186,Canada,12-07-2024,8,233,0.27,771,1360.72
Monitor,Office,Cust_332,India,28-12-2023,9,1609,0.15,87,12308.85
Tablet,Office,Cust_235,Germany,11-01-2023,7,73,0.01,1370,505.89
Tablet,Electronics,Cust_85,UK,22-04-2023,9,1039,0.14,727,8041.86
Phone,Accessories,Cust_198,India,30-06-2023,2,1048,0.21,949,1655.84
Tablet,Electronics,Cust_280,UK,14-10-2024,4,351,0.24,138,1067.04
Phone,Accessories,Cust_180,Australia,18-01-2024,3,1340,0.22,906,3135.6
Keyboard,Accessories,Cust_326,USA,13-11-2022,9,362,0.12,1441,2867.04
Monitor,Electronics,Cust_446,Canada,01-04-2023,1,786,0.07,113,730.98
Phone,Office,Cust_395,Australia,16-08-2022,1,1804,0.29,1091,1280.84
Headphones,Electronics,Cust_400,Australia,27-06-2023,8,244,0.21,1094,1542.08
Mouse,Office,Cust_492,Canada,08-06-2023,5,237,0.2,89,948
Keyboard,Office,Cust_408,UK,19-07-2024,3,858,0.26,69,1904.76
Mouse,Office,Cust_386,UK,09-12-2024,1,1300,0.23,1420,1001
Phone,Office,Cust_307,USA,31-12-2023,1,128,0.1,122,115.2
Phone,Accessories,Cust_333,Canada,03-11-2024,6,1498,0.06,244,8448.72
Monitor,Accessories,Cust_134,USA,01-02-2022,5,1912,0.15,97,8126
Keyboard,Accessories,Cust_446,Australia,07-02-2024,4,1740,0.11,1469,6194.4
Tablet,Accessories,Cust_367,Australia,10-05-2024,3,788,0.23,1267,18202.8
Monitor,Accessories,Cust_241,Australia,14-09-2022,7,1092,0.15,1202,6497.4
Headphones,Accessories,Cust_168,Australia,17-08-2022,6,516,0.14,679,2662.56
Headphones,Electronics,Cust_261,Canada,07-03-2024,2,577,0.18,436,946.28
Printer,Accessories,Cust_151,Canada,27-05-2024,9,1841,0.26,991,12261.06
Headphones,Office,Cust_373,India,21-11-2024,1,121,0.27,1223,88.33
Printer,Accessories,Cust_379,Australia,31-10-2022,8,954,0.17,906,6334.56
Headphones,Accessories,Cust_26,India,02-06-2023,8,692,0.05,1078,5259.2
Mouse,Accessories,Cust_74,USA,25-07-2024,7,226,0.04,1337,1518.72
Keyboard,Electronics,Cust_323,India,28-12-2024,6,1259,0.28,1271,5438.88
Laptop,Office,Cust_238,UK,07-03-2024,5,1935,0.26,1411,7159.5
Laptop,Accessories,Cust_204,Canada,08-03-2024,9,325,0.11,1395,2603.25
Monitor,Accessories,Cust_73,USA,29-01-2022,2,1073,0.21,745,1695.34
Phone,Electronics,Cust_349,UK,04-11-2022,7,1219,0.1,965,7679.7
Monitor,Electronics,Cust_176,USA,25-07-2022,7,372,0,441,2604
,Electronics,Cust_250,Germany,27-04-2023,6,1994,0.25,865,8973
Headphones,Office,Cust_41,Canada,14-01-2024,5,923,0.1,391,4153.5
Tablet,Electronics,Cust_17,Germany,09-12-2024,8,1281,0.07,942,9530.64
Mouse,Office,Cust_255,USA,09-10-2022,3,727,0.23,939,1679.37
Keyboard,Accessories,Cust_398,UK,17-04-2022,5,1263,0.14,1464,5430.9
Mouse,Electronics,Cust_120,USA,01-02-2023,6,1961,0.28,876,8471.52
Printer,Electronics,Cust_66,India,06-04-2024,5,165,0.05,1394,783.75
Laptop,Electronics,Cust_93,UK,21-11-2023,1,1794,,755,1417.26
Keyboard,Accessories,Cust_112,Australia,30-03-2024,5,1771,0.27,269,6464.15
Headphones,Office,Cust_187,USA,08-08-2022,2,748,0,1063,1496
Keyboard,Office,Cust_474,Germany,31-03-2024,8,937,0.16,347,6296.64
Monitor,Office,Cust_385,UK,18-08-2022,7,755,0.02,700,5179.3
Phone,Office,Cust_174,UK,04-02-2023,2,208,0.09,1464,378.56
Monitor,Electronics,Cust_354,Germany,18-08-2024,2,982,0.01,1350,1944.36
Tablet,Electronics,Cust_407,Canada,04-08-2023,9,60,0.06,927,507.6
Printer,Office,Cust_18,Australia,29-01-2024,6,891,0.05,51,5078.7
Headphones,Electronics,Cust_327,India,22-05-2024,4,154,0.24,661,468.16
Monitor,Accessories,Cust_10,Canada,22-12-2024,6,316,0.09,920,1725.36
Printer,Electronics,Cust_233,India,12-02-2022,9,894,0.11,589,7160.94
Headphones,Accessories,Cust_433,India,11-03-2024,9,706,0.22,1092,4956.12
Keyboard,Office,Cust_486,Germany,04-06-2023,4,392,0.1,1100,1411.2
Mouse,Electronics,Cust_189,USA,07-03-2022,4,1610,0.05,592,6118
Printer,Electronics,Cust_488,USA,14-04-2024,6,502,0.06,1074,2831.28
Phone,Office,Cust_268,Canada,16-07-2024,9,1397,0.13,293,10938.51
Monitor,Accessories,Cust_326,India,24-02-2022,5,1092,0.2,1026,4368
Phone,Office,Cust_364,Australia,01-04-2022,6,1383,0.02,287,8132.04
Laptop,Electronics,Cust_321,USA,30-11-2023,9,618,0.28,1480,4004.64
Laptop,Office,Cust_186,Canada,14-08-2024,8,84,0.2,1414,537.6
Printer,Office,Cust_327,Canada,21-01-2022,8,1897,0.24,617,11533.76
Mouse,Electronics,Cust_146,Australia,30-07-2023,5,577,0.13,1165,2509.95
Phone,Office,Cust_150,Australia,06-02-2023,1,969,0.26,1092,717.06
Printer,Electronics,Cust_25,USA,11-12-2023,9,1775,0.06,623,15016.5
Printer,Electronics,Cust_179,USA,24-12-2023,6,1315,0.05,380,7495.5
Phone,Accessories,Cust_249,Canada,06-05-2022,9,238,0.06,1283,2013.48
Tablet,Office,Cust_29,USA,06-01-2022,3,1029,0.23,724,2376.99
Mouse,Electronics,Cust_357,UK,05-05-2024,8,274,0.26,454,1622.08
Monitor,Accessories,Cust_62,USA,23-03-2023,5,1529,0.26,1481,5657.3
Keyboard,Electronics,Cust_437,Germany,25-04-2024,2,265,0.05,310,503.5
Keyboard,Accessories,Cust_331,UK,29-07-2023,7,1937,0.05,1314,12881.05
Printer,Accessories,Cust_314,India,01-03-2023,4,168,0.02,187,658.56
Headphones,Electronics,Cust_247,Canada,09-10-2023,3,1116,0.18,376,2745.36
Keyboard,Electronics,Cust_367,Australia,05-04-2022,4,975,0.27,1212,2847
Headphones,Accessories,Cust_326,UK,22-07-2024,1,783,0.06,164,736.02
Printer,Accessories,Cust_105,Australia,07-07-2024,8,960,0.24,691,5836.8
Laptop,Office,Cust_232,Canada,01-12-2023,6,1562,0.06,1292,8809.68
Printer,Accessories,Cust_161,Germany,09-12-2023,2,1242,0.04,425,2384.64
,Electronics,Cust_396,Canada,06-11-2024,7,1290,0.02,776,8849.4
Phone,Electronics,Cust_92,India,29-07-2023,5,1771,0.27,858,6464.15
Phone,Accessories,Cust_479,UK,10-02-2022,7,392,0.14,300,2359.84
Keyboard,Office,Cust_421,UK,08-07-2024,8,1985,0.29,32,11274.8
Laptop,Office,Cust_140,USA,31-03-2024,7,1321,0.22,1297,7212.66
Monitor,Accessories,Cust_435,USA,20-06-2023,6,75,0.24,1482,342
Phone,Electronics,Cust_160,Germany,21-09-2022,1,1914,0.02,775,1875.72
Phone,Office,Cust_138,Germany,03-03-2024,3,1177,0.28,613,2542.32
Mouse,Office,Cust_80,Australia,16-10-2023,6,253,0.1,1335,1366.2
Mouse,Accessories,Cust_499,Germany,22-12-2023,4,1513,0.2,1412,4841.6
Tablet,Accessories,Cust_187,UK,27-07-2022,2,1186,0.3,122,1660.4
Tablet,Accessories,Cust_160,Canada,13-05-2022,3,761,0.15,717,1940.55
Laptop,Electronics,Cust_190,Australia,04-02-2024,3,683,0.28,361,1475.28
Tablet,Accessories,Cust_409,Germany,02-01-2023,4,713,0.2,,2281.6
Mouse,Accessories,Cust_418,Canada,11-10-2023,1,381,0.19,1429,308.61
Tablet,Accessories,Cust_492,Germany,17-10-2023,3,853,0.02,665,2507.82
Laptop,Accessories,Cust_88,India,16-07-2023,6,1920,0.2,135,9216
Tablet,Office,Cust_3,Australia,07-11-2024,4,1899,0.21,256,6000.84
Tablet,Electronics,Cust_87,Australia,05-10-2022,6,959,0.04,798,5523.84
Laptop,Office,Cust_2,Canada,26-07-2023,4,827,0.07,151,3076.44
Tablet,Accessories,Cust_214,India,14-12-2022,4,1198,0.13,1079,4169.04
Headphones,Electronics,Cust_485,India,02-02-2023,5,1349,0.03,1082,6542.65
Headphones,Office,Cust_42,Germany,07-11-2023,5,381,0.1,281,1714.5
Printer,Office,Cust_214,Australia,29-05-2023,6,418,0.23,79,1931.16
Laptop,Electronics,Cust_350,Germany,16-03-2024,4,1502,0.13,314,5226.96
Monitor,Office,Cust_111,Germany,10-10-2023,1,1236,0.19,448,1001.16
Printer,Office,Cust_276,UK,16-06-2024,1,873,0.11,1310,776.97
Keyboard,Accessories,Cust_431,USA,21-05-2024,3,1325,0.28,298,2862
Monitor,Electronics,Cust_222,Germany,20-10-2024,2,1835,0.25,69,2752.5
Laptop,Accessories,Cust_76,Australia,28-03-2022,3,1047,0.18,1098,2575.62
Monitor,Office,Cust_186,Australia,02-10-2022,2,1847,0.22,684,2881.32
Mouse,Electronics,Cust_176,Australia,16-05-2022,6,1150,0.06,1346,6486
Monitor,Accessories,Cust_402,Germany,20-12-2022,9,1872,0.15,1299,14320.8
Printer,Electronics,Cust_6,India,13-08-2024,2,1699,0.27,405,2480.54
Phone,Office,Cust_218,UK,10-05-2022,3,500,0.28,505,1080
Printer,Accessories,Cust_250,Canada,10-08-2023,1,97,0.05,110,92.15
Monitor,Accessories,Cust_348,UK,02-06-2023,2,869,0.07,256,1616.34
Keyboard,Accessories,Cust_413,UK,25-05-2022,9,615,0.27,1152,4040.55
Printer,Accessories,Cust_328,Canada,14-04-2022,6,1941,,,10597.86
Keyboard,Accessories,Cust_180,Canada,07-06-2023,6,1693,0.05,294,9650.1
Phone,Electronics,Cust_76,Canada,27-09-2024,1,1865,0.25,585,1398.75
Printer,Office,Cust_183,Germany,16-04-2022,2,729,0.02,276,1428.84
Monitor,Office,Cust_178,Germany,21-02-2024,6,505,0.28,115,2181.6
Laptop,Accessories,Cust_389,Canada,18-01-2023,5,770,0.18,181,3157
Phone,Office,Cust_149,UK,01-08-2024,1,1742,0.09,503,1585.22
Tablet,Office,Cust_180,Australia,05-01-2022,9,1082,0.22,386,7595.64
Keyboard,Office,Cust_416,UK,19-03-2024,2,471,0.11,1443,838.38
Phone,Accessories,Cust_73,UK,29-09-2024,9,1429,,850,9259.92
Headphones,Accessories,Cust_279,Canada,11-04-2024,8,682,0.11,1417,4855.84
Laptop,Electronics,Cust_81,India,29-06-2023,9,551,0.27,979,3620.07
Phone,Accessories,Cust_374,Germany,03-09-2024,6,1800,0.06,1150,10152
,Accessories,Cust_395,UK,10-01-2024,2,121,0.19,1353,196.02
Printer,Electronics,Cust_304,Germany,27-05-2024,9,1992,0.01,614,17748.72
Headphones,Office,Cust_227,USA,25-04-2023,4,1683,0.25,879,5049
Printer,Accessories,Cust_334,Germany,06-08-2023,8,740,0.11,1110,5268.8
Keyboard,Electronics,Cust_234,Canada,28-10-2023,8,598,0.18,1225,3922.88
Monitor,Electronics,Cust_323,UK,06-07-2024,8,462,0.01,1118,3659.04
Monitor,Accessories,Cust_216,Australia,29-12-2024,2,1641,0.01,1166,3249.18
Printer,Electronics,Cust_211,Australia,26-09-2023,4,1229,0.12,444,4326.08
Keyboard,Electronics,Cust_446,USA,05-04-2024,7,741,0.03,75,5031.39
Keyboard,Accessories,Cust_132,UK,20-01-2024,8,932,0.2,1352,5964.8
Tablet,Accessories,Cust_444,India,09-07-2023,7,1715,0.02,129,11764.9
Printer,Electronics,Cust_423,UK,08-03-2022,2,1822,0.27,1450,2660.12
Printer,Electronics,Cust_317,Canada,14-09-2023,4,88,0.21,678,278.08
Laptop,Office,Cust_16,India,04-09-2024,4,863,0.29,808,2450.92
Phone,Accessories,Cust_431,India,25-08-2023,3,863,0.1,498,2330.1
Phone,Electronics,Cust_339,USA,07-08-2024,4,379,0.17,1019,1258.28
